# radius_g_10.50 flux_g_10.50 flux_scatter_g_10.50 radius_g_11.75 flux_g_11.75 flux_scatter_g_11.75 radius_g_13.00 flux_g_13.00 flux_scatter_g_13.00 radius_g_14.25 flux_g_14.25 flux_scatter_g_14.25 radius_g_15.50 flux_g_15.50 flux_scatter_g_15.50
0.7638546982247344 145.30646753772544 5.345141902384787 0.7638546982247344 145.22723399312935 5.598089608126447 0.7638546982247344 145.4661366099861 5.114197108759094 0.7638546982247344 145.588791786113 6.3302382548795695 0.7638546982247344 90.11799958462268 25.061767632267188
1.582879022540889 145.30644471062595 5.345025438813101 1.582879022540889 145.22722638078986 5.615324753200949 1.582879022540889 145.30506411291307 5.323594295883049 1.582879022540889 144.48517666980968 6.13469686269683 1.582879022540889 21.32308292968617 5.3049405609861635
2.5198353120789463 145.3063762343803 5.345092264860814 2.5198353120789463 144.77770462788504 5.64588687972533 2.5198353120789463 144.90417318742436 5.086556664252327 2.408405696721381 144.09448057466312 6.134054322556077 2.5198353120789463 2.7659794295247773 1.5331791735270115
3.5394250945598498 145.3064827574761 5.345096206359753 3.5394250945598493 144.73407717386544 5.707606541620405 3.5394250945598493 144.55871293388373 5.5670387255760385 3.625537122733281 1.4691807291520633 0.4875074048425634 3.5394250945598498 0.6700987388504098 0.19271943846361309
4.541753185720246 145.23350419024 5.412055655016632 4.556842108302635 143.14455910152117 6.217133999624669 4.556842108302635 2.3098357916562993 0.6014245027799829 4.541753185720246 0.6852202673013367 0.1821847971553478 4.541753185720246 0.2395814536382172 0.06301941490331338
5.560946142519275 142.55073439751573 9.564145259904702 5.560946142519275 3.4649608144173873 0.7859701844333001 5.560946142519275 1.0088189167027748 0.2772821277374586 5.560946142519275 0.32139279986262625 0.07376460644155601 5.560946142519275 0.10742175824514655 0.023945349074698027
6.515850980493646 6.086293333993203 1.515994521852122 6.515850980493646 1.7269461516503997 0.37668430686678916 6.515850980493646 0.5234147649600192 0.11316508095434497 6.515850980493646 0.16679394236915895 0.035258095404960915 6.515850980493646 0.0548519338910314 0.012454992668304679
7.495673018482064 3.262760712688297 0.8384012222675925 7.495673018482064 0.9669366708187574 0.1938082307158122 7.495673018482064 0.302160738118342 0.06488653178749057 7.495673018482064 0.09577713376230555 0.017962334958590006 7.495673018482064 0.03285739887455715 0.007459708518129295
8.52406440613866 1.9310528925368668 0.45747554417421077 8.52406440613866 0.5872690580495479 0.11017467580261502 8.52406440613866 0.18618190524038664 0.03817830010307469 8.52406440613866 0.060267415710643875 0.010742776060672296 8.52406440613866 0.02069220511040057 0.004966413042421546
9.51352269141142 1.255665063222731 0.2807819900506742 9.51352269141142 0.38927261165024274 0.0659989916366278 9.51352269141142 0.12530966275881555 0.024329571650042913 9.51352269141142 0.040806549213867935 0.007998721333305455 9.51352269141142 0.013867471353002807 0.004200964046758781
10.50780062620147 0.8575858508813021 0.1740327477603485 10.50780062620147 0.2679943556074929 0.044158987104086396 10.50780062620147 0.08628468311951429 0.01700284212336369 10.50780062620147 0.029160288980016963 0.006517677470049972 10.50780062620147 0.010376427794380742 0.0031855214809512707
11.517574831534633 0.6182652103046258 0.1112452138777818 11.517574831534633 0.1957738205713299 0.03177536741208744 11.517574831534633 0.06228114936580459 0.01128719125767779 11.517574831534633 0.021230091543121866 0.00502823280577278 11.517574831534633 0.00823698744111128 0.0033090709248522073
12.495230209964122 0.4627514531476996 0.0770226458381208 12.495230209964122 0.14925117269750462 0.023229179894197743 12.495230209964122 0.047032101709703206 0.008602659780065277 12.495230209964122 0.016033904858342968 0.004010700832515863 12.495230209964122 0.006536795987349311 0.0032252635610590767
13.508888703368608 0.36458217401848925 0.060639448089426666 13.508888703368608 0.11750898871208024 0.01685611207932363 13.508888703368608 0.03731230065946525 0.007436392398472797 13.508888703368608 0.012898024508337824 0.003241360326657534 13.508888703368608 0.005440020142674161 0.0030699099778114013
14.496675494560044 0.29659651188013003 0.045469994627882745 14.496675494560044 0.09453068834210682 0.012369252922305162 14.496675494560044 0.030636556250157362 0.005905377974618911 14.496675494560044 0.010673019345283401 0.0031236420737368463 14.496675494560044 0.004703058630690317 0.003166144280920514
15.514515332423377 0.2448739145890453 0.03571703901712277 15.514515332423377 0.07782552733049111 0.010368137343752424 15.514515332423377 0.025719460415344675 0.005214524743002053 15.514515332423377 0.008834409151687362 0.0031218494875251157 15.514515332423377 0.003976771687067494 0.003413273230605311
16.49664020338687 0.20549212519475757 0.02866729748478111 16.49664020338687 0.06538185020988867 0.007894611941250287 16.49664020338687 0.021751703967605923 0.004641009721307546 16.49664020338687 0.007650066758682329 0.0029344972170702198 16.49664020338687 0.003723649854418578 0.002717571098126422
17.50603147489459 0.1750672517465392 0.02438741130127712 17.50603147489459 0.05556896210708999 0.006289700119953767 17.50603147489459 0.0187302634380283 0.004031947440522786 17.50603147489459 0.006623541776098599 0.0030114656815218243 17.50603147489459 0.0032510050872833754 0.002963277015778603
18.5122978044326 0.1524136586675846 0.020745681037618768 18.51044360791916 0.04850222652120478 0.005532547260027312 18.51044360791916 0.016090585531661192 0.003941616092057566 18.51044360791916 0.005871621039438802 0.0024379087671976846 18.51044360791916 0.0033354942148409237 0.002490265241363573
19.512404926097656 0.13422442283813046 0.017432665075986252 19.512404926097656 0.04225850667824964 0.004971416074477075 19.512404926097656 0.01458634474589487 0.003921501558124159 19.512404926097656 0.005324249750228055 0.003039907902158052 19.512404926097656 0.0027862082536865046 0.0025751989251336055
