# bp_rp ls_g ls_g_scatter ls_r ls_r_scatter ls_z ls_z_scatter
0.1349201202392578 -0.08338356018066406 -0.08338356018066406 0.05768585205078125 0.05768585205078125 0.3187122344970703 0.3187122344970703
0.212432861328125 -0.040882110595703125 -0.040882110595703125 0.03643226623535156 0.03643226623535156 0.25966453552246094 0.25966453552246094
0.29758262634277344 0.0016918182373046875 0.0016918182373046875 0.01667022705078125 0.01667022705078125 0.1868734359741211 0.1868734359741211
0.37149906158447266 0.059731483459472656 0.059731483459472656 -2.86102294921875e-06 -2.86102294921875e-06 0.1373157501220703 0.1373157501220703
0.4486665725708008 0.11570262908935547 0.11570262908935547 -0.01624774932861328 -0.01624774932861328 0.057464599609375 0.057464599609375
0.5348834991455078 0.15666770935058594 0.15666770935058594 -0.03980827331542969 -0.03980827331542969 2.09808349609375e-05 2.09808349609375e-05
0.6211977005004883 0.21796035766601562 0.21796035766601562 -0.05057048797607422 -0.05057048797607422 -0.07877159118652344 -0.07877159118652344
0.6817035675048828 0.25896263122558594 0.25896263122558594 -0.0627899169921875 -0.0627899169921875 -0.12523460388183594 -0.12523460388183594
0.75799560546875 0.313079833984375 0.313079833984375 -0.07912921905517578 -0.07912921905517578 -0.17798233032226562 -0.17798233032226562
0.8286037445068359 0.36273193359375 0.36273193359375 -0.09250640869140625 -0.09250640869140625 -0.2271270751953125 -0.2271270751953125
0.9070019721984863 0.4203147888183594 0.4203147888183594 -0.10474491119384766 -0.10474491119384766 -0.2901496887207031 -0.2901496887207031
0.9832429885864258 0.47933006286621094 0.47933006286621094 -0.1157999038696289 -0.1157999038696289 -0.34610748291015625 -0.34610748291015625
1.0586700439453125 0.543910026550293 0.543910026550293 -0.1266927719116211 -0.1266927719116211 -0.40299415588378906 -0.40299415588378906
1.135946273803711 0.6139135360717773 0.6139135360717773 -0.13722705841064453 -0.13722705841064453 -0.4590177536010742 -0.4590177536010742
1.2132501602172852 0.6882820129394531 0.6882820129394531 -0.14439868927001953 -0.14439868927001953 -0.516028881072998 -0.516028881072998
1.2902727127075195 0.7701272964477539 0.7701272964477539 -0.1501903533935547 -0.1501903533935547 -0.5723457336425781 -0.5723457336425781
1.3700447082519531 0.8557758331298828 0.8557758331298828 -0.15228843688964844 -0.15228843688964844 -0.6285572052001953 -0.6285572052001953
1.4447803497314453 0.9377498626708984 0.9377498626708984 -0.14954185485839844 -0.14954185485839844 -0.6864395141601562 -0.6864395141601562
1.5250425338745117 1.0220155715942383 1.0220155715942383 -0.14366912841796875 -0.14366912841796875 -0.7438554763793945 -0.7438554763793945
1.599313735961914 1.106149673461914 1.106149673461914 -0.13194656372070312 -0.13194656372070312 -0.8026027679443359 -0.8026027679443359
1.6774845123291016 1.1834869384765625 1.1834869384765625 -0.11335945129394531 -0.11335945129394531 -0.8626174926757812 -0.8626174926757812
1.752161979675293 1.2603874206542969 1.2603874206542969 -0.092529296875 -0.092529296875 -0.9185199737548828 -0.9185199737548828
1.8309669494628906 1.3308830261230469 1.3308830261230469 -0.06476402282714844 -0.06476402282714844 -0.9792947769165039 -0.9792947769165039
1.9062585830688477 1.388850212097168 1.388850212097168 -0.031821250915527344 -0.031821250915527344 -1.0361127853393555 -1.0361127853393555
1.9835262298583984 1.446798324584961 1.446798324584961 0.007503509521484375 0.007503509521484375 -1.0967216491699219 -1.0967216491699219
2.061192512512207 1.5054540634155273 1.5054540634155273 0.049065589904785156 0.049065589904785156 -1.1526355743408203 -1.1526355743408203
2.13877010345459 1.5509262084960938 1.5509262084960938 0.095306396484375 0.095306396484375 -1.2128095626831055 -1.2128095626831055
2.215029716491699 1.6040992736816406 1.6040992736816406 0.13553714752197266 0.13553714752197266 -1.257887840270996 -1.257887840270996
2.2910470962524414 1.651494026184082 1.651494026184082 0.18111324310302734 0.18111324310302734 -1.3105134963989258 -1.3105134963989258
2.3680992126464844 1.7053289413452148 1.7053289413452148 0.2260446548461914 0.2260446548461914 -1.3659734725952148 -1.3659734725952148
2.4453086853027344 1.7611522674560547 1.7611522674560547 0.2752361297607422 0.2752361297607422 -1.4101886749267578 -1.4101886749267578
2.5236425399780273 1.8165054321289062 1.8165054321289062 0.3210134506225586 0.3210134506225586 -1.455622673034668 -1.455622673034668
2.5917625427246094 1.8639459609985352 1.8639459609985352 0.36368465423583984 0.36368465423583984 -1.4952459335327148 -1.4952459335327148
2.670138359069824 1.9230279922485352 1.9230279922485352 0.4074373245239258 0.4074373245239258 -1.5358390808105469 -1.5358390808105469
2.7423038482666016 1.9911231994628906 1.9911231994628906 0.452911376953125 0.452911376953125 -1.579061508178711 -1.579061508178711
2.817354202270508 2.0569019317626953 2.0569019317626953 0.4913606643676758 0.4913606643676758 -1.6150894165039062 -1.6150894165039062
2.909393310546875 2.1137619018554688 2.1137619018554688 0.5513553619384766 0.5513553619384766 -1.656423568725586 -1.656423568725586
2.9697818756103516 2.1560592651367188 2.1560592651367188 0.5827121734619141 0.5827121734619141 -1.6858158111572266 -1.6858158111572266
3.0577850341796875 2.225564956665039 2.225564956665039 0.6195735931396484 0.6195735931396484 -1.7251396179199219 -1.7251396179199219
