# radius_z_10.50 flux_z_10.50 flux_scatter_z_10.50 radius_z_11.75 flux_z_11.75 flux_scatter_z_11.75 radius_z_13.00 flux_z_13.00 flux_scatter_z_13.00 radius_z_14.25 flux_z_14.25 flux_scatter_z_14.25 radius_z_15.50 flux_z_15.50 flux_scatter_z_15.50
0.7638546982247344 146.9208611374805 4.495243717199139 0.7638546982247344 145.8394494181779 4.744244216749215 0.7159131272526946 145.65341545479933 5.071572387983286 0.5557859300126263 146.87153656556313 5.777259346785922 0.7638546982247344 90.32127424845515 6.628287682058555
1.582879022540889 146.92079959058566 4.495146938025031 1.4936298068798708 145.8394417700864 4.744105124404064 1.708031030163094 142.94975647841835 8.111329046500224 1.708031030163094 18.569035254065525 4.781428604781425 1.582879022540889 6.84716539524256 0.8843144230429875
2.533311892627933 146.6727833634133 5.037506383060488 2.5737416342748936 39.21837295884443 4.7340108921065625 2.5198353120789463 11.451581870460142 1.2273009689662546 2.5198353120789463 3.780522010236891 0.5292246798326158 2.5198353120789463 1.2184748833509176 0.169956163602537
3.5394250945598498 41.9277312621076 4.940219047802186 3.5394250945598498 11.74773451551323 1.282192161449415 3.5394250945598498 3.5545914062276873 0.4734184121305585 3.5394250945598498 1.1658789077829703 0.13953412170358484 3.5394250945598498 0.38595011572395077 0.05380671509044954
4.541753185720246 15.87384225550926 1.7228837368481735 4.541753185720246 4.681940184578798 0.5095779059455553 4.541753185720246 1.4859701751691268 0.18693578775140351 4.541753185720246 0.48713924292414046 0.057900083606892895 4.541753185720246 0.15943872865126607 0.024104182756295067
5.560946142519275 7.698944592731335 0.8160195067842505 5.560946142519275 2.3517688631429987 0.2623322184286652 5.560946142519275 0.7546745884913835 0.08245793366734588 5.560946142519275 0.2506001008979649 0.02755898963143773 5.560946142519275 0.08237820011687605 0.019101387427700053
6.515850980493646 4.357953140065124 0.4531047239421974 6.515850980493646 1.348940672931713 0.13538661381487502 6.515850980493646 0.44074394072930134 0.04160386581441797 6.515850980493646 0.14938287462068378 0.02170868460196199 6.515850980493646 0.04951147295392638 0.013228995094631798
7.495673018482064 2.729191627445759 0.2388357110707238 7.495673018482064 0.863078469560938 0.0769647457402776 7.495673018482064 0.2867859043793931 0.030186850693926324 7.495673018482064 0.09857685785553244 0.016220849801410805 7.495673018482064 0.033731568653649416 0.01287434099273652
8.52406440613866 1.8499094117694017 0.16019083346426488 8.52406440613866 0.5906183224238293 0.04706886716017416 8.52406440613866 0.19759282791464133 0.01887492573095084 8.52406440613866 0.06702254866991675 0.012912114444844714 8.52406440613866 0.023804637163032792 0.012246310113784268
9.51352269141142 1.3369435789169077 0.0980673945831315 9.51352269141142 0.432435261645861 0.03215346253979403 9.51352269141142 0.1458187860578089 0.01681173084402701 9.51352269141142 0.05048300664628873 0.012786465530834972 9.51352269141142 0.018611984747724936 0.011120755832013923
10.50780062620147 1.0371454183295703 0.07107245592597872 10.50780062620147 0.3358843894919209 0.025550141049225854 10.50780062620147 0.11275645378960943 0.013458211816588295 10.50780062620147 0.038925003759254666 0.011736702061943341 10.50780062620147 0.01670413742963258 0.011230813162915939
11.517574831534633 0.8240668620953355 0.04650135972112929 11.517574831534633 0.2667508966421494 0.019776382115930743 11.517574831534633 0.08829724392845417 0.014158767016759584 11.517574831534633 0.02987874537428345 0.010655758918586385 11.517574831534633 0.013651179090744526 0.010058812054160584
12.495230209964122 0.6787323026375238 0.039646344148122535 12.495230209964122 0.2196277289238546 0.016610746485625896 12.495230209964122 0.07162904392063668 0.011867630146003425 12.495230209964122 0.025465254232528618 0.010033723529950139 12.495230209964122 0.01293207987414321 0.010647094353628957
13.508888703368608 0.5650986835876832 0.034851541730454634 13.508888703368608 0.18198008638289684 0.012722809558538628 13.508888703368608 0.059827514901064194 0.010770608324028675 13.508888703368608 0.021703783611506006 0.009898738472720879 13.508888703368608 0.011512426514605661 0.009250846302401054
14.496675494560044 0.47885930332234217 0.026218499037331037 14.496675494560044 0.15655854942347758 0.012676307555319474 14.496675494560044 0.05168719058577767 0.009590019180011145 14.496675494560044 0.02000211512100073 0.009453586938839293 14.496675494560044 0.009230524174752456 0.010326510249160236
15.514515332423377 0.41198007903015527 0.02124866467530571 15.514515332423377 0.1333886889976577 0.012912364038347626 15.514515332423377 0.0441926209035086 0.00873056890856503 15.514515332423377 0.01689240473572764 0.008210560703265233 15.514515332423377 0.009306480535956087 0.00825063278345498
16.49664020338687 0.351358018743856 0.020523988208134367 16.49664020338687 0.11469742345894562 0.012363964976781012 16.49664020338687 0.03783834404836542 0.008724788109323879 16.49664020338687 0.01532664572260026 0.009708389115476493 16.49664020338687 0.00948444798197207 0.009959545560133745
17.50603147489459 0.3027383114662868 0.016449685720402382 17.50603147489459 0.09840116704774399 0.012641573496616564 17.50603147489459 0.03273374639237829 0.00858476213915494 17.50603147489459 0.0139162835140069 0.008383973651626273 17.50603147489459 0.009372288271228355 0.008417543820830906
18.5122978044326 0.26041522364253267 0.015055481631878009 18.51044360791916 0.0858232350875408 0.01186746254642407 18.51044360791916 0.028469789915230484 0.008363814643697502 18.51044360791916 0.012848009958880934 0.008630097299629408 18.51044360791916 0.009102289262026119 0.00907710443847619
19.512404926097656 0.22828890875774133 0.013529248593147053 19.512404926097656 0.07419005160812692 0.010680880089430668 19.512404926097656 0.02487404444839165 0.0070291894101316725 19.512404926097656 0.011154767582067248 0.007445308705398588 19.512404926097656 0.008048628672938287 0.00871037548195395
