# radius_r_6.50 flux_r_6.50 flux_scatter_r_6.50
0.7410479066835018 165.84632240605515 41.0382580403461
1.6570334939282307 164.69471152714482 42.002590369526374
2.6718862251226194 165.39765386582903 43.11551948993642
3.7052395334175094 166.97828676620836 44.05480257061616
4.745021812384007 172.57788154116997 45.28038465490355
5.787769173006125 156.47472611642428 28.874657873312877
6.832124120652376 105.10736492686516 17.502740342977106
7.592103287511748 65.68231631228136 11.803142106887993
8.285167469641154 45.08484080038595 8.09058956407498
9.633622786885525 29.772422740511765 5.000076397574713
10.34803477776494 21.728401086202872 3.289732626896637
11.311605367939602 16.94203286783324 2.4870117972636505
12.422226531503926 12.095067783155795 1.5824406925188246
13.359431125613098 9.226575965652534 1.2661486481575164
14.388547668197788 7.680363681513156 0.9794252639585137
15.56200604035354 6.0594875322282 0.7150053773418733
16.453933754576745 5.173577354188284 0.6083273578452159
17.489358593156012 4.553370032006551 0.4773717856158435
18.526197667087548 3.742441661120475 0.3523409733072128
19.50792572943329 3.2621155069560945 0.3153881250517201
20.549887785581703 2.963973781189104 0.3077619726067397
21.541435421067 2.518772365151012 0.22983867963006932
22.538092199651683 2.2793528369688674 0.23250226636646015
23.585821503606784 2.0662806477229 0.20669676390932487
24.63357383734646 1.8285309232142057 0.1791638903903767
25.55272447313593 1.691428909473636 0.17719004635084684
26.605580767951675 1.5210637969119758 0.15073789849917751
27.57853368110785 1.3869978167766632 0.14260488770258223
28.518311871497584 1.2942708805102736 0.13173524979017082
29.614113932380285 1.1924784814869014 0.1206254803733205
30.491217358446022 1.0995491107810342 0.11262857277569284
31.448732120707188 1.0365547138642255 0.10809397050327456
32.44569675845604 0.9767218210911711 0.10042613775605967
33.47863844304305 0.9089021493183319 0.09278726093836372
34.48063340485496 0.8733621265098688 0.09448358700059546
35.5007549316636 0.8107613218189524 0.07997226252764085
36.46226805891263 0.7698320653365799 0.08559964275262076
37.41374677842357 0.7351766202082565 0.07802562329448184
38.513108833227164 0.6935305278136261 0.07384108471139353
39.442966622707274 0.6583925357343445 0.06779793092051394
40.514384211042874 0.6346852706034896 0.06471772232081432
41.51852542004708 0.5919031070795917 0.06180826637709947
42.52478731281322 0.5701448461751556 0.05973473100043823
43.520400365805465 0.5456509760165196 0.058548977314331244
44.55540739450961 0.517447038727699 0.05199423348282151
45.59101139479141 0.49913873143992815 0.054181152507770156
46.6389437273187 0.47701096217915934 0.05052723382651193
47.54848315618584 0.4580169475428466 0.0478496532473922
48.50893031185083 0.44074743615312467 0.04786812070779279
49.53948211275528 0.41766510929371037 0.049104526424553804
50.50555454601009 0.40275170325093834 0.04541077146767338
51.47483268549787 0.38839786815862687 0.043419557795847226
52.48900441044772 0.3699567779900659 0.04035139763455497
53.422307550310855 0.35384270025232145 0.039909546022369166
54.400184999685436 0.3394585767216749 0.042506083407148156
55.38062765985955 0.32524180281585036 0.039788609890763785
56.363501665528204 0.31087635997887175 0.038617527282357976
57.42523626420705 0.29959127973044153 0.0374611508532012
58.486475428085086 0.28395677262779173 0.0357841829301806
59.39950841547429 0.2724255515964343 0.03565404820846488
60.42608416900768 0.26578408325784036 0.03583419314182225
61.50697625473066 0.25440396747906 0.03367220469444242
62.463789190218044 0.24472322092936882 0.03174110299993356
63.51001054951889 0.2377992547540399 0.03223353882002036
64.53927424444747 0.22589080802689146 0.030747849699106784
65.55237905675125 0.22020572615693068 0.030120510558692123
66.55006296015054 0.21143479708628332 0.030171071258207824
67.50047513906847 0.20324281539051614 0.029377576018456534
68.50185282165731 0.19822534763116964 0.02826564695215186
69.61513053927285 0.1908185142325125 0.025619090691742605
70.53982047042649 0.18404883875737788 0.026463089637478454
71.56006148683775 0.1779824547231159 0.024504530481333997
72.58109351614924 0.17192159848437022 0.02521139905855572
73.5132969740849 0.1665241311287829 0.024901235620589594
74.55177658513578 0.16218378107175285 0.0248266280888111
75.52509849229334 0.15540428856228145 0.024175306688738175
76.39984691084139 0.15046005527806044 0.023144471775882195
77.48470052855596 0.14734698475089728 0.022162651513313848
78.5126180941637 0.14102401548418486 0.021392646320476993
79.45816851652195 0.13652428434550024 0.02064003773679534
80.46087824526899 0.13408786875123974 0.020723973078956664
81.51863806516887 0.12950982832829744 0.02079952782007906
82.4696763665288 0.12522955705435962 0.020808564025077456
83.4756834533267 0.12201275262888976 0.019763639869849848
84.50870819033977 0.11705131365274161 0.018525674167942163
85.50357054532869 0.11381468507259745 0.01838663152806164
86.4996878607085 0.1102548257209226 0.018350267649614557
87.52211862152333 0.10717296638138674 0.01676000448757355
88.55755028228818 0.10498228777768631 0.01736241823221899
89.60553215064347 0.10140311327547785 0.016506328331392785
90.55653933317019 0.0987085681478275 0.016724005602417217
91.49766248380338 0.09602988515237415 0.0161558576711847
92.5716855199256 0.09176948092873896 0.015208101766325033
93.51601787929168 0.08866233993130229 0.014174449001195362
94.5090327958127 0.08712510351422534 0.014349984219583604
95.51472229975859 0.08447112269832593 0.014791937292338865
96.47578581177765 0.08208407148428808 0.0139582350443284
97.461182754982 0.0806297224954858 0.01345679989115389
98.47018261382478 0.07745263084315392 0.013589048352827003
99.435817289345 0.0759904962739993 0.01280751874420493
100.42497936270638 0.07413534789654785 0.013330838271797032
101.49110337364552 0.07047679560722289 0.012560808378961959
102.43898461035232 0.0694814974421561 0.012698453351204134
103.4419002145649 0.06766449813789674 0.011272364185036661
104.4982656315405 0.06566359976124267 0.011604633426729388
105.43994613048702 0.06486901657801039 0.010975974069255188
106.47649055073143 0.06247088773238539 0.012109922862020913
107.482606146297 0.060762284481329115 0.012120175456983056
108.49963789801328 0.05911747099018001 0.01168797842738074
109.52728171556163 0.05677944132335336 0.010460878040207178
110.55530771518843 0.054958918150002534 0.010234290632595988
111.48523317462273 0.05395407262439889 0.009693464489583116
112.52465358311485 0.050810554713354675 0.009964943757728136
113.51586532287018 0.049852255265184706 0.010362480230960766
114.52726976576365 0.04972203532734225 0.010176553661134846
115.52982021971644 0.0469127956937076 0.009526774119835385
116.47660778027492 0.045212823499678374 0.00843411956274283
117.48122069505408 0.0440461361207025 0.008311891271867766
118.4865852322532 0.04266452114353708 0.008572814880190037
119.40993124526956 0.04120235761239137 0.008021807819473807
120.41743461808178 0.04060355475649833 0.008588960653295875
121.47084048445537 0.03934963497093269 0.007994832405657033
122.43448102556731 0.03852500450671644 0.007978164771490274
123.47957434328966 0.0378341688110777 0.007899351324385087
124.49825380301525 0.036285883007376674 0.00817485000872174
125.46490377790914 0.03541941809852876 0.007167532876613714
126.46759268682234 0.034339839903568634 0.006675290943683997
127.48824159113656 0.03289390393159165 0.007668233106545378
128.5093307740726 0.032503380492056595 0.0070940915935189626
129.5308498235073 0.03171112470235074 0.007367914238124397
130.52754805021047 0.0312109073111278 0.006803856011244502
131.53339408682498 0.030446848018972437 0.006551115274343841
132.57303556907792 0.02934082388937389 0.00583599792811138
133.56347824162114 0.028288324999714544 0.006523197822058956
