# radius_z_6.50 flux_z_6.50 flux_scatter_z_6.50
0.7410479066835018 165.909655294733 54.10899591107214
1.6570334939282307 165.91043511775501 54.11170469326697
2.6718862251226194 165.91290079415387 54.111010334293724
3.7052395334175094 165.91264328512955 54.1057929996479
4.745021812384007 165.91319530158222 53.29267314032138
5.787769173006125 170.92145439131002 49.38246873831085
6.832124120652376 159.70693310970654 39.444978675446485
7.592103287511748 121.88105730739541 15.35718888518554
8.285167469641154 88.92122405318062 10.738718453968517
9.633622786885525 63.064670431491585 7.680390201072535
10.34803477776494 44.79459312009917 4.508172515112843
11.311605367939602 35.62992683622898 2.855471326538528
12.422226531503926 27.67999129063566 2.047514622682034
13.359431125613098 23.024583634302175 1.7700678527799238
14.388547668197788 19.571697073849986 1.4104357177232476
15.56200604035354 16.18012993461318 1.012745208928297
16.453933754576745 13.95115967121675 0.8877162679499248
17.489358593156012 12.2223087457036 0.7732079543340633
18.526197667087548 10.373306370063279 0.692476586187007
19.50792572943329 9.111188486224403 0.6780065218560953
20.549887785581703 8.179918296983248 0.6481489867924702
21.541435421067 7.1603285115016355 0.5720986882334053
22.538092199651683 6.473506498821639 0.5572585837556246
23.585821503606784 5.844754155086424 0.48846148036617093
24.63357383734646 5.244417842855763 0.4498093907989708
25.55272447313593 4.779737445936469 0.409336250794059
26.605580767951675 4.268197210598624 0.37662305706213095
27.57853368110785 3.87570201533487 0.35047156531611334
28.518311871497584 3.5556271436835196 0.3244784410965204
29.614113932380285 3.211778416843914 0.31245938125630696
30.491217358446022 2.91421352819719 0.29330360016441903
31.448732120707188 2.6872238688591854 0.2700841590143824
32.44569675845604 2.455418354717053 0.24633237437462557
33.47863844304305 2.2407072504198697 0.22296277009635457
34.48063340485496 2.074600910547682 0.2169769399696408
35.5007549316636 1.8889441628130865 0.19784903198801165
36.46226805891263 1.7426943894343028 0.18181140047205555
37.41374677842357 1.6174279914120318 0.18054009212478112
38.513108833227164 1.4882573982457865 0.1640393433325418
39.442966622707274 1.373920788461916 0.1554815726006551
40.514384211042874 1.2833863432621684 0.1435691864498671
41.51852542004708 1.170899763916695 0.1370957550078053
42.52478731281322 1.0980072940568588 0.12711274051868512
43.520400365805465 1.0220844301432765 0.12170773799855769
44.55540739450961 0.9460179240529517 0.1105834339812423
45.59101139479141 0.8902159424588414 0.10894593118201591
46.6389437273187 0.8223781516216953 0.1057206873132176
47.54848315618584 0.7643439621511345 0.09525511694643125
48.50893031185083 0.7202678275748202 0.0932614593532444
49.53948211275528 0.6671344057087842 0.08546660782866268
50.50555454601009 0.6247367145193237 0.0771318341187936
51.47483268549787 0.5899617051852882 0.07595057470801114
52.48900441044772 0.5527038613316628 0.07057823660944329
53.422307550310855 0.5167408065675064 0.06649653883927473
54.400184999685436 0.48678487275610416 0.06295538336145781
55.38062765985955 0.4571898171264997 0.058822805124257166
56.363501665528204 0.4286959619590506 0.0576246007306003
57.42523626420705 0.4065695701946124 0.053354233216280605
58.486475428085086 0.3800722427735491 0.04832229296162552
59.39950841547429 0.361493624094706 0.04519222834143744
60.42608416900768 0.34535789881448353 0.040783591839472944
61.50697625473066 0.3200472810843947 0.041332046037829355
62.463789190218044 0.3034065714433321 0.03956544612162877
63.51001054951889 0.29276346067861014 0.037870133401239826
64.53927424444747 0.2763339712677655 0.034712368892968797
65.55237905675125 0.26711349133670326 0.03342592669044824
66.55006296015054 0.251630873290412 0.033077387907809494
67.50047513906847 0.2383804989078192 0.03161420090031096
68.50185282165731 0.2317361057097373 0.031778640844077596
69.61513053927285 0.21656856972144695 0.0291824326981826
70.53982047042649 0.20774961420057725 0.02752849348056693
71.56006148683775 0.19990569707241984 0.026640827880423414
72.58109351614924 0.18855321681287596 0.026997425453681945
73.5132969740849 0.18204601736148357 0.024691922433597017
74.55177658513578 0.17428903367806542 0.024621363271744006
75.52509849229334 0.16569836040954494 0.02445782263188952
76.39984691084139 0.1586002996406169 0.023341631404449174
77.48470052855596 0.1558292343808832 0.021813383111039142
78.5126180941637 0.14568349080344278 0.020675221064890056
79.45816851652195 0.13850142173830005 0.02147571275835273
80.46087824526899 0.13594158026268732 0.022568810038540513
81.51863806516887 0.12786834573665912 0.0188342440104187
82.4696763665288 0.12260164516217173 0.02112013793165283
83.4756834533267 0.12091739365341295 0.01857717523550903
84.50870819033977 0.1148042194064195 0.018673264149433433
85.50357054532869 0.11076098905018585 0.01916942255287032
86.4996878607085 0.10443655683851123 0.017662586561640273
87.52211862152333 0.10047337617635141 0.017618633512842614
88.55755028228818 0.09846473415885373 0.016996757087962104
89.60553215064347 0.09370283126590322 0.015460615235456969
90.55653933317019 0.08915860769766346 0.01484527745469255
91.49766248380338 0.08823374882598273 0.015653555431054577
92.5716855199256 0.0838731716314495 0.014532607236261255
93.51601787929168 0.07921201640958811 0.014229789151245148
94.5090327958127 0.07880324976360459 0.013045019092292788
95.51472229975859 0.07417724340378816 0.013264952034568803
96.47578581177765 0.07331555939937301 0.012726139889483989
97.461182754982 0.0696938228064944 0.013788080956702087
98.47018261382478 0.06724424272013677 0.012076707715652946
99.435817289345 0.06524184847620465 0.012275085560568971
100.42497936270638 0.06382039090407665 0.011684035160015068
101.49110337364552 0.05982608131095356 0.010549293547271686
102.43898461035232 0.05959149732559357 0.010850663663698173
103.4419002145649 0.05821830533914811 0.012111493344000418
104.4982656315405 0.05456743168683087 0.011896441764535949
105.43994613048702 0.05493458195737365 0.011229481377291649
106.47649055073143 0.05180362974415577 0.011128266385850075
107.482606146297 0.049603657429727346 0.010882044087442188
108.49963789801328 0.049209220428451744 0.011403598260927954
109.52728171556163 0.04645483413796027 0.011276136521866834
110.55530771518843 0.044073127234892914 0.010124553996217936
111.48523317462273 0.04410864146376306 0.009772122743033948
112.52465358311485 0.041721916465143435 0.01011969947944848
113.51586532287018 0.04041053950219095 0.010270458194125445
114.52726976576365 0.04016108831783343 0.009429460277068048
115.52982021971644 0.03815114925506083 0.009426864191980125
116.47660778027492 0.036545301697472644 0.00903593619412665
117.48122069505408 0.03579556032172423 0.009917118649214842
118.4865852322532 0.03342468969251323 0.008352616085526277
119.40993124526956 0.03238155016461572 0.007725292552070905
120.41743461808178 0.03347761123853747 0.008206929977522651
121.47084048445537 0.03146280059316518 0.008369187846751117
122.43448102556731 0.030846438263469417 0.009355554957315352
123.47957434328966 0.03058215726902453 0.008211222405741202
124.49825380301525 0.028384896215878863 0.008184394971713246
125.46490377790914 0.029040772045783012 0.006976709008815342
126.46759268682234 0.02729990909950747 0.008228657409819725
127.48824159113656 0.026737896708800342 0.00870978933851915
128.5093307740726 0.02618689477437236 0.0083321333560361
129.5308498235073 0.0250241844026306 0.008204432120983558
130.52754805021047 0.024124364038987475 0.008050026913944833
131.53339408682498 0.02423307205964268 0.007868363715715202
132.57303556907792 0.0230548648190066 0.0082345707925278
133.56347824162114 0.021882354150186377 0.008109352403048211
134.5547928837914 0.022774240337400192 0.00760332973886355
135.6036677970032 0.020943958893562764 0.007060669439857891
136.5399620916895 0.020438888474927093 0.00769128475381338
137.5577350206087 0.02048397357410674 0.007791629826642623
138.53632465169562 0.019003125601864623 0.007286865141062138
139.50017714684094 0.01908576850053466 0.007214390965785725
140.51214131170306 0.01874069038182139 0.006573073434994651
141.470295963499 0.017275424378582933 0.007217448262663931
142.4297161128955 0.017156415323444505 0.007256242890517755
143.4746065336999 0.017578865165822077 0.007268970164972385
144.50434180328287 0.01665608514961312 0.0071097328770203345
145.4890505845715 0.01626185248437676 0.006337509899785752
