# radius_r_10.50 flux_r_10.50 flux_scatter_r_10.50 radius_r_11.75 flux_r_11.75 flux_scatter_r_11.75 radius_r_13.00 flux_r_13.00 flux_scatter_r_13.00 radius_r_14.25 flux_r_14.25 flux_scatter_r_14.25 radius_r_15.50 flux_r_15.50 flux_scatter_r_15.50
0.7638546982247344 145.91387168488333 4.609875157640116 0.7638546982247344 146.19764180333394 5.496273089140141 0.7159131272526946 145.59920741045264 4.727310292886146 0.6679715562806549 153.22921137392404 28.62144262882833 0.7638546982247344 99.26436371554419 7.36558702753698
1.582879022540889 145.91396338513707 4.609589762660117 1.4936298068798708 146.32393439785943 5.400249498202645 1.708031030163094 140.78738027658392 15.561188103417939 1.582879022540889 22.271436975710433 8.513906384871806 1.582879022540889 7.962756503523365 2.5196589245424716
2.5198353120789463 144.1311415357119 5.9159902766540275 2.5198353120789463 38.17481888307985 11.467262038162703 2.5737416342748936 10.74384696710667 3.9945374878025985 2.5198353120789463 3.4267928477237595 1.274227900828378 2.5198353120789463 1.1831328154410814 0.4231935556095031
3.5394250945598498 32.469065853950625 10.279071178906797 3.5394250945598498 9.34317698162577 2.9760921123673394 3.5394250945598498 3.048620712704479 0.9894716825858122 3.5394250945598498 0.894368000340602 0.3266712974910176 3.5394250945598498 0.3114499001693295 0.11015347847996255
4.541753185720246 11.269823434020404 2.9443383040711586 4.541753185720246 3.3060252043015717 0.9336600222205726 4.541753185720246 1.1390565677995692 0.3594203431728955 4.541753185720246 0.34393396294456197 0.1095394422004328 4.541753185720246 0.11935359330100234 0.041186010807232165
5.560946142519275 5.135024604801393 1.209924932075238 5.560946142519275 1.545714966560356 0.38902694843895325 5.560946142519275 0.526616991612249 0.15653422994165797 5.560946142519275 0.1646741964059642 0.044619136195039266 5.560946142519275 0.05731718226001365 0.01757323828724051
6.515850980493646 2.6118360334050625 0.5940991645564062 6.515850980493646 0.8149926495091129 0.19716784913055066 6.515850980493646 0.27831720461136744 0.07963550954651798 6.515850980493646 0.08673436688136338 0.022341282263885636 6.515850980493646 0.03132780400909321 0.009573866841574682
7.495673018482064 1.5193942908336995 0.30409858130320666 7.495673018482064 0.4893768321578399 0.09968566851268858 7.495673018482064 0.16582324919280783 0.038558489764326874 7.495673018482064 0.05374093416144395 0.014661729252609416 7.495673018482064 0.019840484489117367 0.007830582764687921
8.52406440613866 0.9917278300604658 0.1770155679197858 8.52406440613866 0.3244027641293129 0.0591667116944434 8.52406440613866 0.11093852881107484 0.0232339258137523 8.52406440613866 0.03653147659288357 0.009534787473645261 8.52406440613866 0.012899972397343664 0.006362565038426128
9.51352269141142 0.7123485318373535 0.1225132645303891 9.51352269141142 0.23312987528189183 0.037526489370872114 9.51352269141142 0.07853156699559534 0.01459990155169504 9.51352269141142 0.026268513981198487 0.0077887806966498606 9.51352269141142 0.00968726323909065 0.006791056045979001
