# radius_g_6.50 flux_g_6.50 flux_scatter_g_6.50
0.7410479066835018 162.89191092044166 47.19260934753585
1.6570334939282307 162.89263688525057 47.1940085860929
2.6718862251226194 162.89079641151034 47.18979374791972
3.7052395334175094 162.89298098302532 47.192964192025656
4.745021812384007 165.05903784377122 45.05030700645985
5.787769173006125 146.00386167346602 33.34105023481873
6.832124120652376 104.13758291871099 15.54912184631565
7.592103287511748 70.21967621901072 10.353313078253326
8.285167469641154 48.168494788869644 7.602142758405673
9.633622786885525 31.098672093455534 4.686500271255474
10.34803477776494 22.284652855148835 3.3599615654517643
11.311605367939602 17.007215585521394 2.096348507955293
12.422226531503926 12.58778854837007 1.5717674179554386
13.359431125613098 10.13227479859908 1.243621697605294
14.388547668197788 8.64232820623458 0.9828116431191821
15.56200604035354 6.962911365142173 0.690095839642701
16.453933754576745 5.9177528396618335 0.5466249617176531
17.489358593156012 5.176710960119242 0.5389840180997633
18.526197667087548 4.326153367177797 0.40608588630303416
19.50792572943329 3.7797848855713365 0.3484719752344481
20.549887785581703 3.4372190728020215 0.32643750134496735
21.541435421067 3.006653389113433 0.26311493781618966
22.538092199651683 2.7613352887597946 0.2682824402048265
23.585821503606784 2.5390386036452277 0.241731357131433
24.63357383734646 2.2911794348720242 0.21562378529073967
25.55272447313593 2.1450782575695366 0.22019624420430559
26.605580767951675 1.942346795792033 0.18085415518599576
27.57853368110785 1.805411315048655 0.1746897642070021
28.518311871497584 1.7052648954817622 0.16907302520357978
29.614113932380285 1.5923526248122535 0.15395560683886705
30.491217358446022 1.4834573105524749 0.14195095912829295
31.448732120707188 1.4190022291214108 0.13884605220969276
32.44569675845604 1.3398312841519284 0.13571097450908798
33.47863844304305 1.2658347680414606 0.12363442442033348
34.48063340485496 1.207418459216084 0.1193193079054797
35.5007549316636 1.1335854090084403 0.10547593652752814
36.46226805891263 1.0879236549378057 0.10440947864103615
37.41374677842357 1.0428181541544417 0.09890887483554722
38.513108833227164 0.9840855120202561 0.09405961921376378
39.442966622707274 0.9380127902104218 0.09216437466399528
40.514384211042874 0.8974347948304449 0.08825007485200452
41.51852542004708 0.8439157276627598 0.07987840909326639
42.52478731281322 0.8045073422353988 0.07880476849274881
43.520400365805465 0.7697471725779916 0.07860818857735184
44.55540739450961 0.7258066405752516 0.07518673271480218
45.59101139479141 0.69430085463478 0.0684998924936503
46.6389437273187 0.6568258470615416 0.06729055767821529
47.54848315618584 0.6283330034182777 0.06291390033400951
48.50893031185083 0.6008037643980799 0.06004982979269365
49.53948211275528 0.5729688033830986 0.05962422350469543
50.50555454601009 0.5517016016289842 0.05879955276713309
51.47483268549787 0.5332517900060101 0.05472736269789742
52.48900441044772 0.5101206025161531 0.05167975623156499
53.422307550310855 0.4902424341643655 0.0497386216291916
54.400184999685436 0.4725536394622753 0.04748673756180278
55.38062765985955 0.45785012679931003 0.05088496298948536
56.363501665528204 0.44068708949481394 0.0459922399881353
57.42523626420705 0.4290334909814336 0.046370438234294396
58.486475428085086 0.4126942707412775 0.0443247198072622
59.39950841547429 0.39858718532179527 0.04305860657514686
60.42608416900768 0.3877069510994153 0.04153689750058284
61.50697625473066 0.3735576364685175 0.04020954019444434
62.463789190218044 0.3636115278810369 0.038827046729589976
63.51001054951889 0.35293835578624194 0.03706980878729621
64.53927424444747 0.3411322517996845 0.03494858632708785
65.55237905675125 0.3346620121166678 0.032455018725057135
66.55006296015054 0.3258877622207066 0.0322719907657908
67.50047513906847 0.31644213482365463 0.03063826345661435
68.50185282165731 0.3093152233732081 0.033830661255073655
69.61513053927285 0.30007899228502044 0.03260948286284317
70.53982047042649 0.2930972328626157 0.033016189259907375
71.56006148683775 0.28620340891965945 0.03362490421829364
72.58109351614924 0.2781777057000911 0.03277234496032401
73.5132969740849 0.27062843336318276 0.033019248965786153
74.55177658513578 0.2644837454920742 0.032578008205527864
75.52509849229334 0.2558180278228682 0.033203720043199096
76.39984691084139 0.24893220577141045 0.03418378071424217
77.48470052855596 0.24372206783871872 0.032242363158195814
78.5126180941637 0.23616921010783382 0.03209784250737672
79.45816851652195 0.23034462326466326 0.0319963301738222
80.46087824526899 0.22489641193105586 0.03171820098594678
81.51863806516887 0.2186050438147299 0.030733640213848182
82.4696763665288 0.2117085975197564 0.030134989274836318
83.4756834533267 0.2069116004709775 0.030410644214819108
84.50870819033977 0.20156176813526444 0.031704188986644066
85.50357054532869 0.19724885770585507 0.03003653379256743
86.4996878607085 0.19059285405796983 0.031112072201491165
87.52211862152333 0.18357194575615282 0.03041873496757351
88.55755028228818 0.18030506808023522 0.030237181002633756
89.60553215064347 0.17444785661355072 0.03062530530300322
90.55653933317019 0.16900263434029833 0.030192528367407247
91.49766248380338 0.16483372297094973 0.029778382077163237
92.5716855199256 0.15983223614905395 0.031048099283805655
93.51601787929168 0.15486824626930698 0.029576208638053603
94.5090327958127 0.15084713437283864 0.029130786582765456
95.51472229975859 0.14635794296747462 0.02960818235048748
96.47578581177765 0.14271235201474292 0.029184770029191835
97.461182754982 0.1388434072753998 0.02742637241488739
98.47018261382478 0.13477481080072973 0.028145127300468267
99.435817289345 0.13050996344195492 0.027800613203161184
100.42497936270638 0.12868171343320428 0.02754627926692752
101.49110337364552 0.12412771012158329 0.02662491613430597
102.43898461035232 0.12084618044184475 0.02666914845301814
103.4419002145649 0.11799286982781862 0.025662229071727907
104.4982656315405 0.11425316771631121 0.02623121078017153
105.43994613048702 0.11072777562834879 0.025244163337590678
106.47649055073143 0.10757528581066736 0.025352792384349686
107.482606146297 0.10425865426330205 0.02555184989852217
108.49963789801328 0.10145525682566539 0.024205590630408894
109.52728171556163 0.09921773548196527 0.02484470403647698
110.55530771518843 0.09568882796054132 0.023023142878872815
111.48523317462273 0.0936253952545482 0.022970193417629743
112.52465358311485 0.09074675349091793 0.02377084542885942
113.51586532287018 0.08798887916235705 0.02368094617044469
114.52726976576365 0.08628757891056105 0.022932628710167862
115.52982021971644 0.08301914412435732 0.022397434265536507
116.47660778027492 0.0812068195102506 0.021522667546924234
117.48122069505408 0.07874905704937758 0.021462619703620754
118.4865852322532 0.07651367175366178 0.022296097475917084
119.40993124526956 0.07458582740977007 0.021160804164360544
120.41743461808178 0.0728157609251969 0.021010246851704873
121.47084048445537 0.07078261116773515 0.019726541915256
122.43448102556731 0.0683871287625895 0.019448145569773204
123.47957434328966 0.06664415585367245 0.019451580754448382
124.49825380301525 0.0645869142669035 0.019025961744634994
125.46490377790914 0.0627788085542198 0.017968286258710706
126.46759268682234 0.061195742271608136 0.017252660483568626
127.48824159113656 0.05919580189160528 0.01665832422020439
128.5093307740726 0.05833711389880069 0.016614893742908754
129.5308498235073 0.055905227321923955 0.015902990506418895
130.52754805021047 0.05394987575619187 0.014504541293112587
131.53339408682498 0.053043165727425484 0.014650332162791734
132.57303556907792 0.0509748580818046 0.013358882162530254
133.56347824162114 0.04938977126818782 0.012911718229317375
134.5547928837914 0.048643406686535294 0.013454887291567092
135.6036677970032 0.04731626574005947 0.01269366468066384
136.5399620916895 0.04574362565073564 0.011462522528240976
137.5577350206087 0.044821504776889176 0.011375829747856456
138.53632465169562 0.04315850972946493 0.011451282231926124
139.50017714684094 0.04288504453164131 0.010707611134883579
140.51214131170306 0.041839263982961714 0.010944828758153577
141.470295963499 0.04050968954608197 0.010131151978357122
142.4297161128955 0.0399089163790881 0.010166409804200973
143.4746065336999 0.03941573439954716 0.010039393025315677
144.50434180328287 0.03841700212940001 0.010091224181199654
145.4890505845715 0.037239629673091884 0.010584907002791154
146.4671392497307 0.036179002624044554 0.009616796247498937
147.49832129214218 0.03568203907733409 0.009713495132023246
148.47057092905652 0.03473744435693006 0.010264509329023475
149.49528067467548 0.03406514667811624 0.009294934549389195
150.47652446810434 0.03329211504676362 0.008727259003718202
151.50216547627298 0.03222017251875946 0.009103599401813142
152.52811045836765 0.03130582383952099 0.009050596293256117
153.53289419534826 0.03089591928290976 0.008932156068654233
154.53825198959643 0.02981592887240745 0.008463359230346015
155.54417270987688 0.029922847295361547 0.008876800090563103
156.52959715018756 0.0282229681723651 0.008407032852123962
157.49491003838824 0.028148732291785165 0.007815319910306049
158.53749678861465 0.027697529537150243 0.008527471140568402
159.49754355475196 0.02733421639074545 0.008652263324200818
160.4997544172576 0.026293305083348914 0.007573247237551447
161.488944909551 0.02589565238449016 0.007982822394315383
162.45859248436201 0.025081861477421245 0.007626246621848143
163.44936723034445 0.02443161546314081 0.007174486735083829
164.45754814191392 0.023869331730844958 0.0076335380452226
165.4197539836159 0.023533491974505022 0.007409624628703276
166.45229303316913 0.02292818063218928 0.0070145208628105095
167.4850240140818 0.021844478835446005 0.006438086362267578
