# radius_r_10.50 flux_r_10.50 flux_scatter_r_10.50 radius_r_11.75 flux_r_11.75 flux_scatter_r_11.75 radius_r_13.00 flux_r_13.00 flux_scatter_r_13.00 radius_r_14.25 flux_r_14.25 flux_scatter_r_14.25 radius_r_15.50 flux_r_15.50 flux_scatter_r_15.50
0.7638546982247344 146.67016836760203 5.425299089010608 0.7638546982247344 145.81617762373128 4.902594802432432 0.7638546982247344 146.3011017727285 5.098193539430597 0.7638546982247344 146.57102372915313 5.410090629176751 0.7638546982247344 98.78928149600478 15.484786946334415
1.582879022540889 146.7125958521877 5.354134984751348 1.582879022540889 145.8641151717759 4.845647065507366 1.582879022540889 146.28946572225158 4.915133843353933 1.582879022540889 144.0978195658524 5.80017829911712 1.582879022540889 15.631205508789717 5.489981231404943
2.5198353120789463 146.63437623748504 5.44465490573177 2.5198353120789463 145.61294936244585 5.123808087074986 2.519835312078946 146.01202732900978 4.962492511337771 2.408405696721381 143.45769554622336 6.169447263908291 2.5198353120789463 1.9521996710186122 0.9005107418643621
3.5394250945598498 146.6342226434604 5.466098887355452 3.5394250945598493 145.22943144890735 5.139742418244426 3.5587663592880046 144.56616324167067 6.588752533596069 3.578003074341888 1.2318381806900114 0.4152843688545718 3.5394250945598498 0.4886479074101847 0.16108534871834662
4.549297647011441 146.17783400836151 5.738424386854893 4.556842108302635 7.796390358365652 4.20791004899302 4.549297647011441 1.8675197162694093 0.5151203990490081 4.541753185720246 0.5922414124207197 0.21463784343139408 4.541753185720246 0.1938337778613583 0.05914732494541276
5.560946142519275 12.83338719213619 6.019019219188808 5.560946142519275 2.9954923970217058 0.7993245838772106 5.560946142519275 0.9019400006163673 0.22712874381593232 5.560946142519275 0.2925370609778658 0.09487816069965335 5.560946142519275 0.09211901944754888 0.02193084237865223
6.515850980493646 5.714119817342867 1.6491987648129556 6.515850980493646 1.5397164661655205 0.37245539273670625 6.515850980493646 0.494334313538085 0.12372349605160206 6.515850980493646 0.16046343800254298 0.04225222532643714 6.515850980493646 0.05170575336890236 0.01286090472333927
7.495673018482064 3.0905113483811117 0.9462732789811227 7.495673018482064 0.881867357467613 0.19955345410126119 7.495673018482064 0.2889944772782197 0.06339884484672441 7.495673018482064 0.09660273192969769 0.024602206649086935 7.495673018482064 0.033240472367718155 0.00881684498628847
8.52406440613866 1.8698151183093776 0.48620130151614716 8.52406440613866 0.5480319753992834 0.10952307806749932 8.52406440613866 0.18244094743999834 0.03705435205643616 8.52406440613866 0.06165162807233994 0.015873795291353028 8.52406440613866 0.022596393056048936 0.007520934286107502
9.51352269141142 1.227745093415976 0.3123977081330324 9.51352269141142 0.36996230800468277 0.07152741032456535 9.51352269141142 0.12539081268099392 0.024657878904214912 9.51352269141142 0.04500136231234713 0.011850251193395 9.51352269141142 0.015181000812250985 0.00657247507650232
10.50780062620147 0.8368975695620006 0.19798959511643474 10.50780062620147 0.25993954810659836 0.048920835932940325 10.50780062620147 0.08828408274878241 0.0177880473985767 10.50780062620147 0.031306745429797916 0.007661674660194264 10.50780062620147 0.0109344308725932 0.006208424700407684
11.517574831534633 0.5929860487778971 0.12918473661615834 11.517574831534633 0.18835751241935378 0.03660595793360248 11.517574831534633 0.06431701089282287 0.014500482727584987 11.517574831534633 0.022646970298231275 0.00712269597420197 11.517574831534633 0.009738119744482566 0.005317051934113429
12.495230209964122 0.4409729377984065 0.09572416798421493 12.495230209964122 0.13757526780275128 0.025047394947858945 12.495230209964122 0.04752433227260071 0.010312449007049059 12.495230209964122 0.018050761791391763 0.006128683906595147 12.495230209964122 0.007081104455625117 0.005616353854328176
13.508888703368608 0.34086124817400576 0.07076206667677845 13.508888703368608 0.10840141612167287 0.020269560903565787 13.508888703368608 0.03684694383366482 0.009035956394671033 13.508888703368608 0.014495554217286884 0.005604611291819867 13.508888703368608 0.006110696306081493 0.004832426124982461
14.496675494560044 0.2731291256490741 0.05499328854401837 14.496675494560044 0.08591073740766311 0.015321331483208182 14.496675494560044 0.029388441660204788 0.006278598403144319 14.496675494560044 0.01115456250372146 0.005166434759573877 14.496675494560044 0.006122585563034866 0.0055363995461100435
15.514515332423377 0.21981128060135596 0.039058157556110314 15.514515332423377 0.06917387136700978 0.012735578827899179 15.514515332423377 0.02387254043924934 0.006554238201313556 15.514515332423377 0.010095499484486004 0.005796110596633883 15.514515332423377 0.00518603899112728 0.005492213892303779
16.49664020338687 0.18206378123397893 0.027850988055963057 16.49664020338687 0.05803448640250487 0.01058542646150772 16.49664020338687 0.020407209580973706 0.006173963340818029 16.49664020338687 0.008806535028297447 0.005223711934874998 16.49664020338687 0.005119926691263023 0.004105192843753618
17.50603147489459 0.15601444545431298 0.023910492702504116 17.50603147489459 0.05004874062602472 0.009731196389781321 17.50603147489459 0.01705199868793212 0.004857338542247268 17.50603147489459 0.007890442334903337 0.004810637857296491 17.50603147489459 0.0047728712379628314 0.005038664166203121
18.51044360791916 0.1357449015087479 0.02121996701818884 18.51044360791916 0.04354208814001556 0.008893369285478467 18.51044360791916 0.015497966318667775 0.005292663306489578 18.51044360791916 0.0067959626632769655 0.005002137031034792 18.51044360791916 0.004339121311822743 0.004460720244730518
19.512404926097656 0.1189212172706958 0.017361064797959066 19.512404926097656 0.038153806770770654 0.00822149676071909 19.512404926097656 0.013405759101236904 0.004750926450432618 19.512404926097656 0.006765273396869987 0.004534430115735977 19.512404926097656 0.003918532044501069 0.004780470556979564
