# radius_r_10.50 flux_r_10.50 flux_scatter_r_10.50 radius_r_11.75 flux_r_11.75 flux_scatter_r_11.75 radius_r_13.00 flux_r_13.00 flux_scatter_r_13.00 radius_r_14.25 flux_r_14.25 flux_scatter_r_14.25 radius_r_15.50 flux_r_15.50 flux_scatter_r_15.50
0.7638546982247344 146.29218144931562 5.411594160317433 0.7638546982247344 146.78582682313305 5.229055743750648 0.7638546982247344 146.2454200184318 5.887669729055158 0.7638546982247344 152.449155205573 74.62664836351256 0.7638546982247344 98.56682915750874 7.612711627959357
1.582879022540889 146.29211246821947 5.4117665402449395 1.4936298068798708 146.78589603802237 5.229191816231663 1.582879022540889 144.02083768406447 6.022222238210773 1.582879022540889 27.48510381780757 9.224728256543525 1.582879022540889 10.358920299561088 2.816490961982249
2.5198353120789463 145.64192196374077 5.859973768489412 2.54678847317692 56.54793546326036 23.221111026666964 2.5737416342748936 14.464714003874128 3.930651474604531 2.5198353120789463 4.7979418083568275 1.5705106756851497 2.5198353120789463 1.6090814843208563 0.5078298198436767
3.5394250945598498 46.549639317018304 13.925829096941015 3.5394250945598498 12.825253838538927 4.341417312827974 3.5394250945598498 3.873136171049625 1.0756740780810725 3.5394250945598498 1.219926071104933 0.3872064125417755 3.5394250945598498 0.3982101546004345 0.12849044031102602
4.541753185720246 15.676180380248306 4.512202561429434 4.541753185720246 4.452207357867858 1.323725247197436 4.541753185720246 1.4379165317751266 0.406557660992863 4.541753185720246 0.44213050884236815 0.11999834707547692 4.541753185720246 0.15109705903478865 0.04764048005374858
5.560946142519275 6.87968410526256 1.8809670827639684 5.560946142519275 1.9744548680130705 0.5070431915623148 5.560946142519275 0.6552931775060032 0.1556262649285719 5.560946142519275 0.20232829394309976 0.04984861823975472 5.560946142519275 0.07172910889023029 0.02034491781105855
6.515850980493646 3.4063570583791165 0.905918986445744 6.515850980493646 1.015937443566795 0.23747948442758457 6.515850980493646 0.33666750344833873 0.07537125144552587 6.515850980493646 0.10455862864347526 0.024982040660939175 6.515850980493646 0.036978042631203946 0.012120047797906727
7.495673018482064 1.9028669308109434 0.44002554557457935 7.495673018482064 0.5858195700296625 0.12121753673479078 7.495673018482064 0.19677757977119192 0.0374400542774854 7.495673018482064 0.062434131853532776 0.012862272686782486 7.495673018482064 0.02210223619104472 0.00823777671626678
8.52406440613866 1.1963375860603311 0.25389302434545097 8.52406440613866 0.3747501547031556 0.07078340566120431 8.52406440613866 0.1261534676786083 0.022586039413419034 8.52406440613866 0.040294089196582825 0.010233548279242827 8.52406440613866 0.014074034803244748 0.006751658724337827
9.51352269141142 0.831384908520884 0.15197406493606483 9.51352269141142 0.26050244763084984 0.04358649557473867 9.51352269141142 0.08808838948358608 0.014525760257535159 9.51352269141142 0.028431555750843867 0.00860845080017224 9.51352269141142 0.01031529468199999 0.006692226605174728
10.50780062620147 0.5919408368158079 0.0937485748657929 10.50780062620147 0.18895721216213918 0.028515726324318334 10.50780062620147 0.0644691095050653 0.009399980946134182 10.50780062620147 0.02213170290114746 0.007043224905801827 10.50780062620147 0.007326630383895503 0.005048212931571984
11.517574831534633 0.4317970554652374 0.06736206275565637 11.517574831534633 0.13953179881016178 0.021032729431233792 11.517574831534633 0.04722040296826013 0.00736549808497231 11.517574831534633 0.016564913401915078 0.0075321415014525436 11.517574831534633 0.006352837941289291 0.00571029552153229
12.495230209964122 0.330464976839542 0.047613545625278246 12.495230209964122 0.10627829274608241 0.015078476359401198 12.495230209964122 0.03629585072495854 0.007457246415448428 12.495230209964122 0.01265580554898297 0.006788104884971798 12.495230209964122 0.005004186253155031 0.004978955662678242
13.508888703368608 0.25814775272550117 0.03805220786930416 13.508888703368608 0.08304011546851714 0.013333391016420148 13.508888703368608 0.028797349280323306 0.007093125781822366 13.508888703368608 0.01099342173404784 0.007049590982278909 13.508888703368608 0.0033864994446469454 0.004696547167832297
14.496675494560044 0.20762038674610353 0.029045297700268126 14.496675494560044 0.0663630160975798 0.010041648608210735 14.496675494560044 0.022820878713849687 0.006252587816698775 14.496675494560044 0.00900133084856453 0.005733539321912501 14.496675494560044 0.003666633379990951 0.004941415084251069
15.514515332423377 0.1713302997499457 0.022584470523885777 15.514515332423377 0.05522433231474766 0.008937469571215167 15.514515332423377 0.019792523551102118 0.006307702389825535 15.514515332423377 0.0071176084383211356 0.005589593728592221 15.514515332423377 0.0030338125450914384 0.004988565106069728
16.49664020338687 0.1414609995448777 0.019841023607536448 16.49664020338687 0.045124905152532625 0.00613054924481331 16.49664020338687 0.01616570448173736 0.006039183128832346 16.49664020338687 0.0060366438783845885 0.005633042199794446 16.49664020338687 0.003798212691104809 0.0045153610020062076
17.50603147489459 0.12017705507226562 0.01783407139869106 17.50603147489459 0.039128803407061805 0.006646896865659208 17.50603147489459 0.014546639136135726 0.0066653171388174545 17.50603147489459 0.0063436377828217 0.0057935782705993005 17.50603147489459 0.0031145597293136887 0.003941066926079537
18.51044360791916 0.10366706217607774 0.014890893866405451 18.51044360791916 0.03375989803587749 0.005889545720750572 18.51044360791916 0.012722640858290227 0.005193006094799129 18.51044360791916 0.005288124250873357 0.005405723154925097 18.51044360791916 0.0026370297827262284 0.0049195019750529895
19.512404926097656 0.08943374509192341 0.012248258083328847 19.512404926097656 0.029176526326577176 0.0055827644644036506 19.512404926097656 0.010874628395520834 0.005875344579214485 19.512404926097656 0.004703915350744345 0.005056668172462687 19.512404926097656 0.002632534331266494 0.004695923977794563
20.503906408292053 0.07945261875145695 0.011623635690919992 20.503906408292053 0.025514042393689956 0.005193511238404535 20.503906408292053 0.01004385779019084 0.004915561750899307 20.503906408292053 0.004353257898525059 0.004626244293203803 20.503906408292053 0.0027851079199754584 0.0043218579527560365
21.510343604879957 0.06775414717138772 0.010976165665119652 21.510343604879957 0.0230689985782291 0.005355782948566034 21.510343604879957 0.008907624790018009 0.004618587556792161 21.510343604879957 0.003907532688648903 0.004196782449112748 21.510343604879957 0.002541563444495999 0.004408829127314677
22.508377151629567 0.06010001310981786 0.009877117352660293 22.508377151629567 0.019965003421463692 0.004453632315227942 22.508377151629567 0.008110406421687739 0.005095589181903083 22.508377151629567 0.0037231608547194962 0.004743541019759531 22.508377151629567 0.003188945951559995 0.005292507965048638
23.51075945179143 0.05307748146185601 0.008793340621370759 23.51075945179143 0.01723490552361808 0.0047751349449619215 23.51075945179143 0.007964121222308567 0.005229837656399002 23.51075945179143 0.0032480982306320443 0.00419565203786275 23.51075945179143 0.0031849149515003903 0.0049407679934566125
24.49735026487559 0.04784322376845664 0.008303961444673076 24.49735026487559 0.015210976246592539 0.004684258911300737 24.49735026487559 0.007126495688087987 0.004226745568289052 24.49735026487559 0.0031397735159641787 0.00423145683441403 24.49735026487559 0.003078948406380417 0.0046191697134964314
25.499613526483103 0.04345457305618124 0.006871102452807545 25.499613526483103 0.01440359966607445 0.004470935627664888 25.499613526483103 0.006037571684662328 0.004253983172946357 25.499613526483103 0.0028727164006160646 0.0042253965894368155 25.499613526483103 0.0028426848155992442 0.004395228869513426
26.502824943767788 0.03929350906060225 0.007592091933151032 26.502824943767788 0.013690834947910444 0.005141470916820022 26.502824943767788 0.00615095099450896 0.004250388125932243 26.502824943767788 0.0029444654271550794 0.004265310641630704 26.502824943767788 0.0029735218250560016 0.004056024474400137
27.49440033897812 0.036185139551014114 0.007145632620696368 27.49440033897812 0.011605607363261237 0.003665967585360834 27.49440033897812 0.005481222450125344 0.0038942521923671525 27.49440033897812 0.0031283318603102777 0.0045091981174610095 27.49440033897812 0.002801362984610911 0.0037551324275980668
28.499651401376823 0.03217008051557763 0.006674923399779634 28.499651401376823 0.01060360603183913 0.004311942846779991 28.499651401376823 0.005188630975173246 0.004242384199020884 28.499651401376823 0.002828884667182601 0.003522007532343478 28.499651401376823 0.0030003950251135435 0.004198613235188297
29.4939161523186 0.029788095299682748 0.006796923188323044 29.4939161523186 0.009784172276031938 0.0038565315873526594 29.4939161523186 0.004891572341603225 0.00445337201926001 29.4939161523186 0.0027321406489804684 0.0039047698521131155 29.4939161523186 0.003190689316780704 0.004448351314030798
30.5097846927834 0.02812297281503874 0.00724255138721932 30.5097846927834 0.009442758227678857 0.003925301169091047 30.5097846927834 0.005003669689631146 0.004112225347745869 30.5097846927834 0.003344442848197968 0.0038432415101166293 30.5097846927834 0.002877140464956942 0.003971700695944708
31.508155293510917 0.025281587176037297 0.00616295778387746 31.508155293510917 0.00853909520145828 0.003850815260696891 31.508155293510917 0.0048186625275490926 0.004005838061490596 31.508155293510917 0.0034765392873814522 0.004260822589301021 31.508155293510917 0.0031561670927712634 0.004177235660517501
32.515983915606796 0.02358379975998998 0.005736746539096949 32.515983915606796 0.007893915507264069 0.004416430467764062 32.515983915606796 0.00481223874546303 0.00399909695341927 32.515983915606796 0.0029333854017896716 0.003989133242623893 32.515983915606796 0.0028694127999565394 0.003558555957472101
