# hp_idx count g_sky r_sky z_sky ra dec
256 nan nan nan nan 298.6363636363636 81.95276407098083
257 nan nan nan nan 306.8181818181818 81.95276407098083
258 nan nan nan nan 315.0 81.95276407098083
259 nan nan nan nan 323.1818181818182 81.95276407098083
260 nan nan nan nan 331.3636363636364 81.95276407098083
261 nan nan nan nan 339.54545454545456 81.95276407098083
262 nan nan nan nan 347.7272727272727 81.95276407098083
263 nan nan nan nan 355.9090909090909 81.95276407098083
264 nan nan nan nan 3.7499999999999996 81.21982231598935
265 nan nan nan nan 11.25 81.21982231598935
266 nan nan nan nan 18.75 81.21982231598935
267 nan nan nan nan 26.25 81.21982231598935
268 nan nan nan nan 33.75 81.21982231598935
269 nan nan nan nan 41.25 81.21982231598935
270 nan nan nan nan 48.75 81.21982231598935
271 nan nan nan nan 56.24999999999999 81.21982231598935
272 nan nan nan nan 63.75000000000001 81.21982231598935
273 nan nan nan nan 71.25 81.21982231598935
274 nan nan nan nan 78.75 81.21982231598935
275 nan nan nan nan 86.24999999999999 81.21982231598935
276 nan nan nan nan 93.75000000000001 81.21982231598935
277 nan nan nan nan 101.25 81.21982231598935
278 nan nan nan nan 108.75 81.21982231598935
279 nan nan nan nan 116.25 81.21982231598935
280 nan nan nan nan 123.75000000000001 81.21982231598935
281 nan nan nan nan 131.25 81.21982231598935
282 nan nan nan nan 138.75 81.21982231598935
283 nan nan nan nan 146.25 81.21982231598935
284 nan nan nan nan 153.74999999999997 81.21982231598935
285 nan nan nan nan 161.25 81.21982231598935
286 nan nan nan nan 168.75 81.21982231598935
287 nan nan nan nan 176.25 81.21982231598935
288 nan nan nan nan 183.75 81.21982231598935
289 nan nan nan nan 191.25 81.21982231598935
290 nan nan nan nan 198.75 81.21982231598935
291 nan nan nan nan 206.25000000000003 81.21982231598935
292 nan nan nan nan 213.75 81.21982231598935
293 nan nan nan nan 221.25 81.21982231598935
294 nan nan nan nan 228.75 81.21982231598935
295 nan nan nan nan 236.25 81.21982231598935
296 nan nan nan nan 243.75 81.21982231598935
297 nan nan nan nan 251.25 81.21982231598935
298 nan nan nan nan 258.75 81.21982231598935
299 nan nan nan nan 266.25000000000006 81.21982231598935
300 nan nan nan nan 273.74999999999994 81.21982231598935
301 nan nan nan nan 281.25 81.21982231598935
302 nan nan nan nan 288.75 81.21982231598935
303 nan nan nan nan 296.25 81.21982231598935
304 nan nan nan nan 303.75 81.21982231598935
305 nan nan nan nan 311.25 81.21982231598935
306 nan nan nan nan 318.75 81.21982231598935
307 nan nan nan nan 326.24999999999994 81.21982231598935
308 nan nan nan nan 333.75 81.21982231598935
309 nan nan nan nan 341.25 81.21982231598935
310 nan nan nan nan 348.75 81.21982231598935
311 nan nan nan nan 356.25 81.21982231598935
312 nan nan nan nan 3.4615384615384612 80.48652047286616
313 nan nan nan nan 10.384615384615385 80.48652047286616
314 nan nan nan nan 17.30769230769231 80.48652047286616
315 nan nan nan nan 24.23076923076923 80.48652047286616
316 nan nan nan nan 31.153846153846153 80.48652047286616
317 nan nan nan nan 38.07692307692307 80.48652047286616
318 nan nan nan nan 45.00000000000001 80.48652047286616
319 nan nan nan nan 51.92307692307692 80.48652047286616
320 nan nan nan nan 58.84615384615385 80.48652047286616
321 nan nan nan nan 65.76923076923076 80.48652047286616
322 nan nan nan nan 72.6923076923077 80.48652047286616
323 nan nan nan nan 79.61538461538461 80.48652047286616
324 nan nan nan nan 86.53846153846155 80.48652047286616
325 nan nan nan nan 93.46153846153845 80.48652047286616
326 nan nan nan nan 100.38461538461539 80.48652047286616
327 nan nan nan nan 107.3076923076923 80.48652047286616
328 nan nan nan nan 114.23076923076924 80.48652047286616
329 nan nan nan nan 121.15384615384615 80.48652047286616
330 nan nan nan nan 128.0769230769231 80.48652047286616
331 nan nan nan nan 135.0 80.48652047286616
332 nan nan nan nan 141.9230769230769 80.48652047286616
333 nan nan nan nan 148.84615384615384 80.48652047286616
334 nan nan nan nan 155.76923076923077 80.48652047286616
335 nan nan nan nan 162.6923076923077 80.48652047286616
336 nan nan nan nan 169.6153846153846 80.48652047286616
337 nan nan nan nan 176.53846153846152 80.48652047286616
338 nan nan nan nan 183.46153846153848 80.48652047286616
339 nan nan nan nan 190.3846153846154 80.48652047286616
340 nan nan nan nan 197.3076923076923 80.48652047286616
341 nan nan nan nan 204.23076923076923 80.48652047286616
342 nan nan nan nan 211.15384615384616 80.48652047286616
343 nan nan nan nan 218.0769230769231 80.48652047286616
344 nan nan nan nan 225.0 80.48652047286616
345 nan nan nan nan 231.92307692307693 80.48652047286616
346 nan nan nan nan 238.84615384615384 80.48652047286616
347 nan nan nan nan 245.76923076923077 80.48652047286616
348 nan nan nan nan 252.69230769230768 80.48652047286616
349 nan nan nan nan 259.6153846153846 80.48652047286616
350 nan nan nan nan 266.53846153846155 80.48652047286616
351 nan nan nan nan 273.4615384615385 80.48652047286616
352 nan nan nan nan 280.3846153846154 80.48652047286616
353 nan nan nan nan 287.3076923076923 80.48652047286616
354 nan nan nan nan 294.2307692307692 80.48652047286616
355 nan nan nan nan 301.15384615384613 80.48652047286616
356 nan nan nan nan 308.0769230769231 80.48652047286616
357 nan nan nan nan 315.0 80.48652047286616
358 nan nan nan nan 321.9230769230769 80.48652047286616
359 nan nan nan nan 328.8461538461538 80.48652047286616
360 nan nan nan nan 335.7692307692308 80.48652047286616
361 nan nan nan nan 342.69230769230774 80.48652047286616
362 nan nan nan nan 349.6153846153846 80.48652047286616
363 nan nan nan nan 356.5384615384615 80.48652047286616
364 nan nan nan nan 3.2142857142857144 79.75282793472046
365 nan nan nan nan 9.642857142857142 79.75282793472046
366 nan nan nan nan 16.071428571428573 79.75282793472046
367 nan nan nan nan 22.5 79.75282793472046
368 nan nan nan nan 28.928571428571427 79.75282793472046
369 nan nan nan nan 35.357142857142854 79.75282793472046
370 nan nan nan nan 41.78571428571429 79.75282793472046
371 nan nan nan nan 48.21428571428571 79.75282793472046
372 nan nan nan nan 54.642857142857146 79.75282793472046
373 nan nan nan nan 61.07142857142857 79.75282793472046
374 nan nan nan nan 67.5 79.75282793472046
375 nan nan nan nan 73.92857142857143 79.75282793472046
376 nan nan nan nan 80.35714285714286 79.75282793472046
377 nan nan nan nan 86.78571428571429 79.75282793472046
378 nan nan nan nan 93.21428571428571 79.75282793472046
379 nan nan nan nan 99.64285714285714 79.75282793472046
380 nan nan nan nan 106.07142857142857 79.75282793472046
381 nan nan nan nan 112.5 79.75282793472046
382 nan nan nan nan 118.92857142857143 79.75282793472046
383 nan nan nan nan 125.35714285714286 79.75282793472046
384 nan nan nan nan 131.78571428571428 79.75282793472046
385 nan nan nan nan 138.21428571428572 79.75282793472046
386 nan nan nan nan 144.64285714285714 79.75282793472046
387 nan nan nan nan 151.07142857142858 79.75282793472046
388 nan nan nan nan 157.5 79.75282793472046
389 nan nan nan nan 163.92857142857142 79.75282793472046
390 nan nan nan nan 170.35714285714286 79.75282793472046
391 nan nan nan nan 176.78571428571428 79.75282793472046
392 nan nan nan nan 183.21428571428572 79.75282793472046
393 nan nan nan nan 189.64285714285714 79.75282793472046
394 nan nan nan nan 196.07142857142858 79.75282793472046
395 nan nan nan nan 202.5 79.75282793472046
396 nan nan nan nan 208.92857142857142 79.75282793472046
397 nan nan nan nan 215.35714285714286 79.75282793472046
398 nan nan nan nan 221.78571428571428 79.75282793472046
399 nan nan nan nan 228.21428571428572 79.75282793472046
400 nan nan nan nan 234.6428571428571 79.75282793472046
401 nan nan nan nan 241.07142857142856 79.75282793472046
402 nan nan nan nan 247.50000000000003 79.75282793472046
403 nan nan nan nan 253.92857142857144 79.75282793472046
404 nan nan nan nan 260.35714285714283 79.75282793472046
405 nan nan nan nan 266.78571428571433 79.75282793472046
406 nan nan nan nan 273.2142857142857 79.75282793472046
407 nan nan nan nan 279.6428571428571 79.75282793472046
408 nan nan nan nan 286.0714285714286 79.75282793472046
409 nan nan nan nan 292.5 79.75282793472046
410 nan nan nan nan 298.9285714285714 79.75282793472046
411 nan nan nan nan 305.3571428571429 79.75282793472046
412 nan nan nan nan 311.7857142857143 79.75282793472046
413 nan nan nan nan 318.2142857142857 79.75282793472046
414 nan nan nan nan 324.64285714285717 79.75282793472046
415 nan nan nan nan 331.07142857142856 79.75282793472046
416 nan nan nan nan 337.5 79.75282793472046
417 nan nan nan nan 343.9285714285714 79.75282793472046
418 nan nan nan nan 350.35714285714283 79.75282793472046
419 nan nan nan nan 356.78571428571433 79.75282793472046
420 nan nan nan nan 3.0 79.01871394891049
421 nan nan nan nan 9.0 79.01871394891049
422 nan nan nan nan 14.999999999999998 79.01871394891049
423 nan nan nan nan 21.0 79.01871394891049
424 nan nan nan nan 27.0 79.01871394891049
425 nan nan nan nan 32.99999999999999 79.01871394891049
426 nan nan nan nan 39.00000000000001 79.01871394891049
427 nan nan nan nan 44.99999999999999 79.01871394891049
428 nan nan nan nan 51.0 79.01871394891049
429 nan nan nan nan 57.0 79.01871394891049
430 nan nan nan nan 63.0 79.01871394891049
431 nan nan nan nan 69.0 79.01871394891049
432 nan nan nan nan 75.0 79.01871394891049
433 nan nan nan nan 81.0 79.01871394891049
434 nan nan nan nan 87.00000000000001 79.01871394891049
435 nan nan nan nan 92.99999999999999 79.01871394891049
436 nan nan nan nan 99.0 79.01871394891049
437 nan nan nan nan 105.0 79.01871394891049
438 nan nan nan nan 111.0 79.01871394891049
439 nan nan nan nan 117.0 79.01871394891049
440 nan nan nan nan 122.99999999999999 79.01871394891049
441 nan nan nan nan 129.0 79.01871394891049
442 nan nan nan nan 135.0 79.01871394891049
443 nan nan nan nan 141.0 79.01871394891049
444 nan nan nan nan 147.0 79.01871394891049
445 nan nan nan nan 153.0 79.01871394891049
446 nan nan nan nan 159.0 79.01871394891049
447 nan nan nan nan 165.00000000000003 79.01871394891049
448 nan nan nan nan 171.0 79.01871394891049
449 nan nan nan nan 177.0 79.01871394891049
450 nan nan nan nan 183.0 79.01871394891049
451 nan nan nan nan 189.0 79.01871394891049
452 nan nan nan nan 194.99999999999997 79.01871394891049
453 nan nan nan nan 201.0 79.01871394891049
454 nan nan nan nan 207.0 79.01871394891049
455 nan nan nan nan 213.0 79.01871394891049
456 nan nan nan nan 219.0 79.01871394891049
457 nan nan nan nan 225.0 79.01871394891049
458 nan nan nan nan 230.99999999999997 79.01871394891049
459 nan nan nan nan 237.00000000000003 79.01871394891049
460 nan nan nan nan 243.0 79.01871394891049
461 nan nan nan nan 249.00000000000003 79.01871394891049
462 nan nan nan nan 255.00000000000003 79.01871394891049
463 nan nan nan nan 261.0 79.01871394891049
464 nan nan nan nan 267.00000000000006 79.01871394891049
465 nan nan nan nan 273.0 79.01871394891049
466 nan nan nan nan 279.0 79.01871394891049
467 nan nan nan nan 285.00000000000006 79.01871394891049
468 nan nan nan nan 290.99999999999994 79.01871394891049
469 nan nan nan nan 297.0 79.01871394891049
470 nan nan nan nan 303.0 79.01871394891049
471 nan nan nan nan 308.99999999999994 79.01871394891049
472 nan nan nan nan 315.0 79.01871394891049
473 nan nan nan nan 321.0 79.01871394891049
474 nan nan nan nan 326.99999999999994 79.01871394891049
475 nan nan nan nan 333.0 79.01871394891049
476 nan nan nan nan 339.0 79.01871394891049
477 nan nan nan nan 345.0 79.01871394891049
478 nan nan nan nan 351.0 79.01871394891049
479 nan nan nan nan 357.0 79.01871394891049
480 nan nan nan nan 2.8125 78.28414760510762
481 nan nan nan nan 8.4375 78.28414760510762
482 nan nan nan nan 14.0625 78.28414760510762
483 nan nan nan nan 19.6875 78.28414760510762
484 nan nan nan nan 25.3125 78.28414760510762
485 nan nan nan nan 30.937499999999996 78.28414760510762
486 nan nan nan nan 36.5625 78.28414760510762
487 nan nan nan nan 42.1875 78.28414760510762
488 nan nan nan nan 47.8125 78.28414760510762
489 nan nan nan nan 53.4375 78.28414760510762
490 nan nan nan nan 59.0625 78.28414760510762
491 nan nan nan nan 64.6875 78.28414760510762
492 nan nan nan nan 70.3125 78.28414760510762
493 nan nan nan nan 75.9375 78.28414760510762
494 nan nan nan nan 81.5625 78.28414760510762
495 nan nan nan nan 87.1875 78.28414760510762
496 nan nan nan nan 92.8125 78.28414760510762
497 nan nan nan nan 98.4375 78.28414760510762
498 nan nan nan nan 104.0625 78.28414760510762
499 nan nan nan nan 109.6875 78.28414760510762
500 nan nan nan nan 115.31249999999999 78.28414760510762
501 nan nan nan nan 120.9375 78.28414760510762
502 nan nan nan nan 126.5625 78.28414760510762
503 nan nan nan nan 132.1875 78.28414760510762
504 nan nan nan nan 137.8125 78.28414760510762
505 nan nan nan nan 143.4375 78.28414760510762
506 nan nan nan nan 149.0625 78.28414760510762
507 nan nan nan nan 154.6875 78.28414760510762
508 nan nan nan nan 160.3125 78.28414760510762
509 nan nan nan nan 165.9375 78.28414760510762
510 nan nan nan nan 171.5625 78.28414760510762
511 nan nan nan nan 177.1875 78.28414760510762
512 nan nan nan nan 182.8125 78.28414760510762
513 nan nan nan nan 188.4375 78.28414760510762
514 nan nan nan nan 194.0625 78.28414760510762
515 nan nan nan nan 199.6875 78.28414760510762
516 nan nan nan nan 205.3125 78.28414760510762
517 nan nan nan nan 210.9375 78.28414760510762
518 nan nan nan nan 216.5625 78.28414760510762
519 nan nan nan nan 222.1875 78.28414760510762
520 nan nan nan nan 227.8125 78.28414760510762
521 nan nan nan nan 233.43750000000003 78.28414760510762
522 nan nan nan nan 239.0625 78.28414760510762
523 nan nan nan nan 244.68749999999997 78.28414760510762
524 nan nan nan nan 250.31250000000003 78.28414760510762
525 nan nan nan nan 255.9375 78.28414760510762
526 nan nan nan nan 261.5625 78.28414760510762
527 nan nan nan nan 267.1875 78.28414760510762
528 nan nan nan nan 272.8125 78.28414760510762
529 nan nan nan nan 278.4375 78.28414760510762
530 nan nan nan nan 284.0625 78.28414760510762
531 nan nan nan nan 289.6875 78.28414760510762
532 nan nan nan nan 295.3125 78.28414760510762
533 nan nan nan nan 300.9375 78.28414760510762
534 nan nan nan nan 306.5625 78.28414760510762
535 nan nan nan nan 312.1875 78.28414760510762
536 nan nan nan nan 317.8125 78.28414760510762
537 nan nan nan nan 323.4375 78.28414760510762
538 nan nan nan nan 329.0625 78.28414760510762
539 nan nan nan nan 334.6875 78.28414760510762
540 nan nan nan nan 340.3125 78.28414760510762
541 nan nan nan nan 345.9375 78.28414760510762
542 nan nan nan nan 351.5625 78.28414760510762
543 nan nan nan nan 357.1875 78.28414760510762
544 nan nan nan nan 2.6470588235294117 77.54909782319496
545 nan nan nan nan 7.9411764705882355 77.54909782319496
546 nan nan nan nan 13.23529411764706 77.54909782319496
547 nan nan nan nan 18.52941176470588 77.54909782319496
548 nan nan nan nan 23.823529411764707 77.54909782319496
549 nan nan nan nan 29.117647058823522 77.54909782319496
550 nan nan nan nan 34.411764705882355 77.54909782319496
551 nan nan nan nan 39.705882352941174 77.54909782319496
552 nan nan nan nan 45.0 77.54909782319496
553 nan nan nan nan 50.29411764705882 77.54909782319496
554 nan nan nan nan 55.58823529411765 77.54909782319496
555 nan nan nan nan 60.882352941176464 77.54909782319496
556 nan nan nan nan 66.1764705882353 77.54909782319496
